license_id,brand_name,original_ingredient,normalized_ingredient,synonyms,drugbank_id,mapped
195500005,중외5%포도당생리식염액(수출명:5%DextroseinnormalsalineInj.),GLUCOSE,GLUCOSE,,DB01914,True
195500006,중외5%포도당주사액,GLUCOSE,GLUCOSE,,DB01914,True
195600004,중외20%포도당주사액,GLUCOSE,GLUCOSE,,DB01914,True
195600006,중외50%포도당주사액,GLUCOSE,GLUCOSE,,DB01914,True
195700004,대한포도당주사액(10%),GLUCOSE,GLUCOSE,,DB01914,True
195700007,대한멸균증류수(주사용수),WATER FOR INJECTION,WATER FOR INJECTION,,,False
195700008,대한포도당주사액(20%),GLUCOSE,GLUCOSE,,DB01914,True
195700009,대한멸균생리식염수(생리식염주사액),SODIUM CHLORIDE,SODIUM CHLORIDE,,DB09153,True
195700010,대한포도당주사액(5%),GLUCOSE,GLUCOSE,,DB01914,True
195700013,제일에페드린염산염주사액4%,EPHEDRINE HYDROCHLORIDE,EPHEDRINE HYDROCHLORIDE,,DB01364,True
195700014,제일포도당주사액,GLUCOSE,GLUCOSE,,DB01914,True
195700015,안나카주사액20%(제일벤조산나트륨카페인주)(수출용),CAFFEINE·SODIUM BENZOATE,CAFFEINE·SODIUM BENZOATE,,DB00201,True
195700016,안나카주사액10%(제일벤조산나트륨카페인주)(수출용),CAFFEINE·SODIUM BENZOATE,CAFFEINE·SODIUM BENZOATE,,DB00201,True
195700020,활명수,GAMBIR,GAMBIR,,,False
195800018,대원염산에페드린주사액[수출명:에린주사(에페드린염산염)(ErineInj.)],EPHEDRINE HYDROCHLORIDE,EPHEDRINE HYDROCHLORIDE,,DB01364,True
195800020,마구내신주사액<황산마그네슘수화물>,MAGNESIUM SULFATE HYDRATE,MAGNESIUM SULFATE HYDRATE,,DB00653,True
195900034,신신티눈고(살리실산반창고)(수출명:SINSINCORNPLASTER),SALICYLIC ACID,SALICYLIC ACID,,DB00936,True
195900043,아네모정,DRIED ALUMINIUM HYDROXIDE GEL,DRIED ALUMINIUM HYDROXIDE GEL,,DB06723,True
195900045,자모,EPHEDRA HERB,EPHEDRA HERB,,DB01364,True
196000001,테라싸이클린캅셀250밀리그람(염산테트라싸이클린),TETRACYCLINE HYDROCHLORIDE,TETRACYCLINE HYDROCHLORIDE,,DB00759,True
196000008,다이크로짇정(히드로클로로티아지드),HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,,DB00999,True
196000010,페니라민주사(클로르페니라민말레산염),CHLORPHENIRAMINE MALEATE,CHLORPHENIRAMINE MALEATE,,DB01114,True
196000011,페니라민정(클로르페니라민말레산염),CHLORPHENIRAMINE MALEATE,CHLORPHENIRAMINE MALEATE,,DB01114,True
196100002,종근당황산스트렙토마이신주(스트렙토마이신황산염),STREPTOMYCIN SULFATE,STREPTOMYCIN SULFATE,,DB01082,True
196100007,중외주사용수,WATER FOR INJECTION,WATER FOR INJECTION,,,False
196100008,중외생리식염주사액(수출명: 0.9% Sodium Chloride Inj.),SODIUM CHLORIDE,SODIUM CHLORIDE,,DB09153,True
196200032,유한짓정100mg(이소니아지드)(군납명:이소니아지드정케이.피100밀리그람),ISONIAZID,ISONIAZID,,DB00951,True
196200034,삐콤정,THIAMINE HYDROCHLORIDE,THIAMINE HYDROCHLORIDE,,DB00152,True
196300001,디고신정(디곡신),DIGOXIN,DIGOXIN,,DB00390,True
196300011,스므스삼중정(수출용),PRECIPITATED CALCIUM CARBONATE,PRECIPITATED CALCIUM CARBONATE,,DB06724,True
196300025,옥시톤주사액5아이유(옥시토신),OXYTOCIN,OXYTOCIN,,DB00107,True
196300035,아주디곡신주사액,DIGOXIN,DIGOXIN,,DB00390,True
196300064,부광덱사메타손정,DEXAMETHASONE,DEXAMETHASONE,,DB01234,True
196300084,광동경옥고,REHMANNIAE GLUTINOSAE LIBOSCHITZ VAR. PURPUREAE MAKINO,REHMANNIAE GLUTINOSAE LIBOSCHITZ VAR. PURPUREAE MAKINO,,,False
196400020,하트만용액,CALCIUM CHLORIDE HYDRATE,CALCIUM CHLORIDE HYDRATE,,DB01164,True
196400036,라식스주사(푸로세미드),FUROSEMIDE,FUROSEMIDE,,DB00695,True
196400037,라식스정(푸로세미드),FUROSEMIDE,FUROSEMIDE,,DB00695,True
196400046,게루삼정,DRIED ALUMINIUM HYDROXIDE GEL,DRIED ALUMINIUM HYDROXIDE GEL,,DB06723,True
196400054,대원황산아트로핀주사액,ATROPINE SULFATE HYDRATE,ATROPINE SULFATE HYDRATE,,DB00572,True
196400089,"보화소합원(대환,소환)",PUERARIA ROOT,PUERARIA ROOT,,,False
196400090,보화경옥고,PORIA,PORIA,,,False
196400099,크로세린캡슐250밀리그램(시클로세린)(수출명 : Dong-A Cycloserine 250mg),CYCLOSERINE,CYCLOSERINE,,DB00260,True
196500004,후라시닐정(메트로니다졸),METRONIDAZOLE,METRONIDAZOLE,,DB00916,True
196500051,지엘타이밍정(카페인무수물),ANHYDROUS CAFFEINE,ANHYDROUS CAFFEINE,,DB00201,True
196600011,베스타제정,BIODIASTASE 500,BIODIASTASE 500,,,False
196600012,베스타제당의정,BIODIASTASE 500,BIODIASTASE 500,,,False
196600062,용각산,PLATYCODON ROOT POWDER,PLATYCODON ROOT POWDER,,,False
196600063,원비디,PYRIDOXINE HYDROCHLORIDE,PYRIDOXINE HYDROCHLORIDE,,DB00165,True
196700013,원투쓰리주사액,GLUCOSE,GLUCOSE,,DB01914,True
196700015,하트만덱스액,GLUCOSE,GLUCOSE,,DB01914,True
196700060,마이암부톨제피정400밀리그램(에탐부톨염산염),ETHAMBUTOL HYDROCHLORIDE,ETHAMBUTOL HYDROCHLORIDE,,DB00330,True
196700061,에어신신파스,L-MENTHOL,L-MENTHOL,,DB00825,True
196800016,중외15%만니톨주사액,D-MANNITOL,D-MANNITOL,,DB00742,True
196800017,중외10%포도당주사액,GLUCOSE,GLUCOSE,,DB01914,True
196800019,대한5%포도당가생리식염액,GLUCOSE,GLUCOSE,,DB01914,True
196800036,판콜에이내복액,ACETAMINOPHEN,ACETAMINOPHEN,,DB00316,True
196900027,비타민케이1주사액(피토나디온주사액),PHYTONADIONE,PHYTONADIONE,,,False
196900028,대한아스코르브산주사액,ASCORBIC ACID,ASCORBIC ACID,,DB00126,True
196900031,대한에피네프린주사액,EPINEPHRINE,EPINEPHRINE,,DB00668,True
196900033,대한아트로핀황산염주사액,ATROPINE SULFATE HYDRATE,ATROPINE SULFATE HYDRATE,,DB00572,True
196900058,코푸시럽에스,DEXTROMETHORPHAN HYDROBROMIDE HYDRATE,DEXTROMETHORPHAN HYDROBROMIDE HYDRATE,,DB00514,True
196900130,코푸시럽,DIHYDROCODEINE TARTRATE,DIHYDROCODEINE TARTRATE,,DB01551,True
196900131,코데날액,DIHYDROCODEINE TARTRATE,DIHYDROCODEINE TARTRATE,,DB01551,True
197000013,에스.디1-4주,GLUCOSE,GLUCOSE,,DB01914,True
197000014,중외염화나트륨주사액(117mg/1ml),SODIUM CHLORIDE,SODIUM CHLORIDE,,DB09153,True
197000015,에스.디1-3주,GLUCOSE,GLUCOSE,,DB01914,True
197000016,에스.디1-2주,GLUCOSE,GLUCOSE,,DB01914,True
197000017,중외염화칼륨주사액(150㎎/㎖),POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,,DB00761,True
197000026,하트만액,SODIUM LACTATE SOLUTION,SODIUM LACTATE SOLUTION,,,False
197000037,아로나민골드정,FURSULTIAMINE,FURSULTIAMINE,,DB00152,True
197000040,대웅우루사연질캡슐,URSODEOXYCHOLIC ACID,URSODEOXYCHOLIC ACID,,DB01586,True
197000049,셉트린정,TRIMETHOPRIM,TRIMETHOPRIM,,DB00440,True
197000050,자이로릭정(알로푸리놀),ALLOPURINOL,ALLOPURINOL,,DB00437,True
197000053,액티피드정,PSEUDOEPHEDRINE HYDROCHLORIDE,PSEUDOEPHEDRINE HYDROCHLORIDE,,DB00852,True
197000068,다오닐정(글리벤클라미드),GLIBENCLAMIDE,GLIBENCLAMIDE,,DB01016,True
197000073,투수크친시럽(수출용),NOSCAPINE HYDROCHLORIDE,NOSCAPINE HYDROCHLORIDE,,DB06174,True
197000076,보나링에이정(디멘히드리네이트),DIMENHYDRINATE,DIMENHYDRINATE,,DB00985,True
197000079,에나폰정10밀리그램(아미트리프틸린염산염),AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE,,DB00321,True
197000102,대원아미노필린정(아미노필린수화물),AMINOPHYLLINE HYDRATE,AMINOPHYLLINE HYDRATE,,DB01223,True
197000104,부광페니토인캡슐100밀리그램,PHENYTOIN,PHENYTOIN,,DB00252,True
197000114,"에스케이알부민5%주(사람혈청알부민)(수출명:Solbumin5%,Albumin5%,SKAlbumin5%inj)",HUMAN NORMAL SERUM ALBUMIN,HUMAN NORMAL SERUM ALBUMIN,,,False
197000190,휴온스포도당주사액(20%)(수출명:광명포도당주사액20%),GLUCOSE,GLUCOSE,,DB01914,True
197000191,휴온스3%염화칼슘주사액(수출용),CALCIUM CHLORIDE HYDRATE,CALCIUM CHLORIDE HYDRATE,,DB01164,True
197000192,생리식염주사액(수출명:KWANGMYUNGSODIUMCHLORIDEINJ.0.9%),SODIUM CHLORIDE,SODIUM CHLORIDE,,DB09153,True
197000212,하나페노바르비탈정,PHENOBARBITAL,PHENOBARBITAL,,DB01174,True
197000215,코데농정,DIHYDROCODEINE TARTRATE,DIHYDROCODEINE TARTRATE,,DB01551,True
197100015,타치온정50밀리그램(글루타티온(환원형)),GLUTATHIONE (REDUCED),GLUTATHIONE,,DB00143,True
197100021,대한염화나트륨포도당주사액(1-2),GLUCOSE,GLUCOSE,,DB01914,True
197100022,대한염화나트륨포도당주사액(1-3),GLUCOSE,GLUCOSE,,DB01914,True
197100023,대한염화나트륨포도당주사액(1:4),GLUCOSE,GLUCOSE,,DB01914,True
197100027,대한디-만니톨주사액(25%),D-MANNITOL,D-MANNITOL,,DB00742,True
197100028,대한디-만니톨주사액20%,D-MANNITOL,D-MANNITOL,,DB00742,True
197100029,대한디-만니톨주사액(15%),D-MANNITOL,D-MANNITOL,,DB00742,True
197100030,대한아미노필린주사액(2.5%),AMINOPHYLLINE HYDRATE,AMINOPHYLLINE HYDRATE,,DB01223,True
197100059,쎄레스톤지크림,BETAMETHASONE VALERATE,BETAMETHASONE VALERATE,,DB00443,True
197100081,키모랄에스정,BROMELAIN,BROMELAIN,,,False
197100097,환인벤즈트로핀정(벤즈트로핀메실산염),BENZTROPINE MESYLATE,BENZTROPINE MESYLATE,,,False
197200026,케스렉신캅셀250밀리그람(세팔렉신수화물)(수출용),CEFALEXIN,CEFALEXIN,,,False
197200036,대한젖산나트륨염화나트륨포도당주사액(1-2-3),SODIUM LACTATE SOLUTION,SODIUM LACTATE SOLUTION,,,False
197200086,보스민액(에피네프린),EPINEPHRINE,EPINEPHRINE,,DB00668,True
197200091,도란사민캡슐(트라넥삼산)(수출명:트라민캡슐),TRANEXAMIC ACID,TRANEXAMIC ACID,,DB00302,True
197200160,후릭스정(푸로세미드),FUROSEMIDE,FUROSEMIDE,,DB00695,True
197200165,천우조고약,ASTRAGALUS ROOT,ASTRAGALUS ROOT,,,False
197200167,유니파스(수출용),L-MENTHOL,L-MENTHOL,,DB00825,True
197200376,코데날정,DIHYDROCODEINE TARTRATE,DIHYDROCODEINE TARTRATE,,DB01551,True
197200483,뇌선,ANHYDROUS CAFFEINE,ANHYDROUS CAFFEINE,,DB00201,True
197200484,맥페란정(메토클로프라미드),METOCLOPRAMIDE,METOCLOPRAMIDE,,DB01233,True
197300021,리포덱스캅셀(리팜피신)(수출명: 종근당리팜피신캅셀150mg),RIFAMPICIN,RIFAMPICIN,,DB01045,True
197300034,중외헤파린주(헤파린나트륨),HEPARIN SODIUM,HEPARIN SODIUM,,DB01109,True
197300057,대한5%쏠비톨주사액,D-SORBITOL,D-SORBITOL,,DB01638,True
197300075,성광관장약,CONCENTRATED GLYCERIN,CONCENTRATED GLYCERIN,,,False
197300084,리팜핀캡슐150밀리그램(리팜피신),RIFAMPICIN,RIFAMPICIN,,DB01045,True
197300090,염카루 주 3% (염화칼슘수화물),CALCIUM CHLORIDE HYDRATE,CALCIUM CHLORIDE HYDRATE,,DB01164,True
197300091,제일포도당주사액(50%)(수출용),GLUCOSE,GLUCOSE,,DB01914,True
197300093,제일 멸균주사용수,WATER FOR INJECTION,WATER FOR INJECTION,,,False
197300094,제일생리식염주사액,SODIUM CHLORIDE,SODIUM CHLORIDE,,DB09153,True
197300121,펜브렉스주500mg(암피실린나트륨),AMPICILLIN SODIUM,AMPICILLIN SODIUM,,DB00415,True
197300150,센시발정10밀리그램(염산노르트립틸린),NORTRIPTYLINE HYDROCHLORIDE,NORTRIPTYLINE HYDROCHLORIDE,,DB00540,True
197300151,센시발정25밀리그램(염산노르트립틸린),NORTRIPTYLINE HYDROCHLORIDE,NORTRIPTYLINE HYDROCHLORIDE,,DB00540,True
197300172,리단정(탄산리튬),LITHIUM CARBONATE,LITHIUM CARBONATE,,DB14509,True
197300231,광동원방우황청심원,DIOSCOREA RHIZOME,DIOSCOREA RHIZOME,,,False
197400020,한풍소건중과립(계지가작약탕엑스과립),GYEJIGAJAKYAKTANG SOFT EXTRACT,GYEJIGAJAKYAKTANG SOFT EXTRACT,,,False
197400031,라이덱스크림(플루오시노니드),FLUOCINONIDE,FLUOCINONIDE,,DB01047,True
197400038,에산부톨정250밀리그램(수출용),ETHAMBUTOL HYDROCHLORIDE,ETHAMBUTOL HYDROCHLORIDE,,DB00330,True
197400039,탐부톨정400밀리그램(에탐부톨염산염)(수출용),ETHAMBUTOL HYDROCHLORIDE,ETHAMBUTOL HYDROCHLORIDE,,DB00330,True
197400040,인데놀정10mg(프로프라놀롤염산염),PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE,,DB00571,True
197400059,"파무정(프랄리독심염화물,수출명:PralidoximChlorideTab.)",PRALIDOXIME CHLORIDE,PRALIDOXIME CHLORIDE,,DB00733,True
197400061,중외5%과당주사액,FRUCTOSE,FRUCTOSE,,,False
197400062,파무에이주500밀리그램(프랄리독심염화물),PRALIDOXIME CHLORIDE,PRALIDOXIME CHLORIDE,,DB00733,True
197400077,대한염화칼륨-40(포타시움크로라이드주),POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,,DB00761,True
197400199,안국니트로푸라존연고,NITROFURAZONE,NITROFURAZONE,,,False
197400207,겔포스현탁액(인산알루미늄겔),ALUMINIUM PHOSPHATE GEL,ALUMINIUM PHOSPHATE GEL,,,False
197400233,신신파스(수출용)(수출명:별첨),METHYL SALICYLATE,METHYL SALICYLATE,,DB09543,True
197400246,마그밀정(수산화마그네슘),MAGNESIUM HYDROXIDE,MAGNESIUM HYDROXIDE,,DB09104,True
197400262,트레스탄캡슐,CYPROHEPTADINE OROTATE HYDRATE,CYPROHEPTADINE OROTATE HYDRATE,,,False
197400267,대원덱사메타손주사액(덱사메타손포스페이트이나트륨),DEXAMETHASONE DISODIUM PHOSPHATE,DEXAMETHASONE DISODIUM PHOSPHATE,,DB01234,True
197400268,"대원피토나디온주사액[수출명:피톤주사액,토나디온주사액,피토젠주사액]",PHYTONADIONE,PHYTONADIONE,,,False
197400277,뮤코졸정(브롬헥신염산염),BROMHEXINE HYDROCHLORIDE,BROMHEXINE HYDROCHLORIDE,,DB09019,True
197400278,씬지로이드정0.1밀리그램(레보티록신나트륨수화물),LEVOTHYROXINE SODIUM HYDRATE,LEVOTHYROXINE SODIUM HYDRATE,,,False
197400343,"신일브롬헥신염산염정
(수출명 : BIVOTUME, BIVO)",BROMHEXINE HYDROCHLORIDE,BROMHEXINE HYDROCHLORIDE,,DB09019,True
197400345,티니다진정(티니다졸),TINIDAZOLE,TINIDAZOLE,,DB00911,True
197400369,개풍경옥고(수출용),REHMANNIAE GLUTINOSAE LIBOSCHITZ VAR. PURPUREAE MAKINO,REHMANNIAE GLUTINOSAE LIBOSCHITZ VAR. PURPUREAE MAKINO,,,False
197400416,유락신연고(크로타미톤),CROTAMITON,CROTAMITON,,DB00265,True
197400559,대원염산페치딘주사액,PETHIDINE HYDROCHLORIDE,PETHIDINE HYDROCHLORIDE,,,False
197400574,한풍쌍화탕엑스과립,SSANGHWATANG SOFT EXTRACT,SSANGHWATANG SOFT EXTRACT,,,False
197500015,"아목사펜캡슐(아목시실린수화물)(수출명:아드목스캡슐,에프페닉스캡슐)",AMOXICILLIN HYDRATE,AMOXICILLIN HYDRATE,,,False
197500016,낙센정(나프록센),NAPROXEN,NAPROXEN,,DB00788,True
197500023,트리암시놀론주사40밀리그램(트리암시놀론아세토니드),TRIAMCINOLONE ACETONIDE,TRIAMCINOLONE ACETONIDE,,DB00620,True
197500050,게라토스주,FRUCTOSE,FRUCTOSE,,,False
197500052,중외옥시토신주,OXYTOCIN CONCENTRATE SOLUTION,OXYTOCIN CONCENTRATE SOLUTION,,,False
197500054,중외20%만니톨주,D-MANNITOL,D-MANNITOL,,DB00742,True
197500070,대한50%포도당주,GLUCOSE,GLUCOSE,,DB01914,True
197500071,대한5%레브로즈(과당주사액),FRUCTOSE,FRUCTOSE,,,False
197500088,암포젤정(건조수산화알루미늄겔),DRIED ALUMINIUM HYDROXIDE GEL,DRIED ALUMINIUM HYDROXIDE GEL,,DB06723,True
197500135,키목신캡슐250밀리그램(아목시실린수화물),AMOXICILLIN HYDRATE,AMOXICILLIN HYDRATE,,,False
197500143,제일탄산수소나트륨주사액(수출용),SODIUM BICARBONATE,SODIUM BICARBONATE,,DB01390,True
197500144,제일아미노필린주사액,AMINOPHYLLINE HYDRATE,AMINOPHYLLINE HYDRATE,,DB01223,True
197500145,제일덱사메타손주사액(덱사메타손포스페이트이나트륨),DEXAMETHASONE DISODIUM PHOSPHATE,DEXAMETHASONE DISODIUM PHOSPHATE,,DB01234,True
197500146,제일티아민염산염주사액,THIAMINE HYDROCHLORIDE,THIAMINE HYDROCHLORIDE,,DB00152,True
197500147,제일아트로핀황산염주사액(수출용),ATROPINE SULFATE HYDRATE,ATROPINE SULFATE HYDRATE,,DB00572,True
197500185,파목신캡슐250밀리그램(아목시실린수화물),AMOXICILLIN HYDRATE,AMOXICILLIN HYDRATE,,,False
197500186,에트라빌10밀리그램정(아미트리프틸린염산염),AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE,,DB00321,True
197500187,실마진1%크림(설파디아진은)(수출명 : Emzin Cream Silver Sulfadiazine 1%),SILVER SULFADIAZINE,SILVER SULFADIAZINE,,DB05245,True
197500188,에트라빌25밀리그램정(아미트리프틸린염산염),AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE,,DB00321,True
197500220,알보젠겐타마이신황산염주,GENTAMICIN SULFATE,GENTAMICIN SULFATE,,DB00798,True
197500236,래피탈질정(클로트리마졸)(수출명:CATIOMA)(수출용),CLOTRIMAZOLE,CLOTRIMAZOLE,,DB00257,True
197500272,에이씰린캡슐250밀리그램(아목시실린수화물),AMOXICILLIN HYDRATE,AMOXICILLIN HYDRATE,,,False
197500274,에이씰린캡슐500밀리그램(아목시실린수화물),AMOXICILLIN HYDRATE,AMOXICILLIN HYDRATE,,,False
197500285,환인히단토인정(페니토인),PHENYTOIN,PHENYTOIN,,DB00252,True
197500291,고려됴고약,AURANTII PERICARPUIM,AURANTII PERICARPUIM,,,False
197500295,마그노칼벨라정(수출용),SIMALDRATE,SIMALDRATE,,,False
197500386,"영일페리악틴정(시프로헵타딘염산염수화물)(수출명:메디페리악틴정, 메디타딘정)(수출용)",CYPROHEPTADINE HYDROCHLORIDE HYDRATE,CYPROHEPTADINE HYDROCHLORIDE HYDRATE,,,False
197500388,"부로마정(브롬헥신염산염)(수출명:메디솔본정,메디본정)(수출용)",BROMHEXINE HYDROCHLORIDE,BROMHEXINE HYDROCHLORIDE,,DB09019,True
197500541,구주스피로닥톤정(스피로노락톤),SPIRONOLACTONE,SPIRONOLACTONE,,DB00421,True
197500566,휴온스벤조산나트륨카페인주사액,CAFFEINE·SODIUM BENZOATE,CAFFEINE·SODIUM BENZOATE,,DB00201,True
197500569,휴온스피리독신염산염주사액,PYRIDOXINE HYDROCHLORIDE,PYRIDOXINE HYDROCHLORIDE,,DB00165,True
197500570,휴온스클로르페니라민말레산염주사액,CHLORPHENIRAMINE MALEATE,CHLORPHENIRAMINE MALEATE,,DB01114,True
197500654,아시원정(방풍통성산엑스정),BANGPUNGTONGSUNGSAN SOFT EXTRACT (5.2→1),BANGPUNGTONGSUNGSAN SOFT EXTRACT,,,False
197600010,반사신과립(반하사심탕엑스과립),BANHASASIMTANG SOFT EXTRACT (4.50→1),BANHASASIMTANG SOFT EXTRACT,,,False
197600012,마이센스과립(온경탕),ONKYUNG-TANG SOFT EXTRACT (4.45→1),ONKYUNG-TANG SOFT EXTRACT,,,False
197600013,소시온과립(소시호탕엑스과립),SOSIHOTANG SOFT EXTRACTS,SOSIHOTANG SOFT EXTRACTS,,,False
197600017,코오푸론과립(마행감석탕),MAHAENGGAMSEOGTANG SOFT EXTRACT,MAHAENGGAMSEOGTANG SOFT EXTRACT,,,False
197600024,소요과립(가미소요산엑스과립),GAMISOYOSAN SOFT EXTRACT,GAMISOYOSAN SOFT EXTRACT,,,False
197600025,헥사롱과립(육미지황탕),PREPARED REHMANNIA ROOT,PREPARED REHMANNIA ROOT,,,False
197600028,글리돈과립(작약감초탕),PEONY ROOT,PEONY ROOT,,,False
197600029,보중기과립(보중익기탕),GINSENG,GINSENG,,DB01404,True
197600030,마진가과립(소건중탕),CINNAMOMI RAMULUS,CINNAMOMI RAMULUS,,,False
197600036,앰씰린캡슐500밀리그램(암피실린수화물)(수출명:앰씬캡슐500밀리그램),AMPICILLIN HYDRATE,AMPICILLIN HYDRATE,,,False
197600046,인데놀정40mg(프로프라놀롤염산염),PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE,,DB00571,True
197600064,중외5-에프유주(플루오로우라실),FLUOROURACIL,FLUOROURACIL,,DB00544,True
197600065,알키록산정(시클로포스파미드정),CYCLOPHOSPHAMIDE,CYCLOPHOSPHAMIDE,,DB00531,True
197600142,일바돈크림(설파디아진은),SILVER SULFADIAZINE,SILVER SULFADIAZINE,,DB05245,True
197600165,"유한세파졸린주사1000mg(수출명:오리졸린주1000mg,메디세파졸린1000mg,유한세졸주1000mg,마이코신주, 레프졸린주)",CEFAZOLIN SODIUM,CEFAZOLIN SODIUM,,DB01327,True
197600172,포타딘액(포비돈요오드),POVIDONE IODINE,POVIDONE IODINE,,,False
197600174,액티피드시럽,PSEUDOEPHEDRINE HYDROCHLORIDE,PSEUDOEPHEDRINE HYDROCHLORIDE,,DB00852,True
197600345,페리나정,PSEUDOEPHEDRINE HYDROCHLORIDE,PSEUDOEPHEDRINE HYDROCHLORIDE,,DB00852,True
197600412,로프민캡슐(로페라미드염산염),LOPERAMIDE HYDROCHLORIDE,LOPERAMIDE HYDROCHLORIDE,,DB00836,True
197600483,신일비사코딜정,BISACODYL,BISACODYL,,DB09020,True
197600539,세가톤트로키(염화세칠피리디늄),CETYLPYRIDINIUM CHLORIDE HYDRATE,CETYLPYRIDINIUM CHLORIDE HYDRATE,,,False
197600614,갈타제산(베타-갈락토시다제(아스퍼길루스)),BETA-GALACTOSIDASE (ASPERGILLUS),BETA-GALACTOSIDASE,,,False
197600629,트룩살정10밀리그램(클로르프로칙센)(수출용),CHLORPROTHIXENE,CHLORPROTHIXENE,,DB01239,True
197600721,헤도린과립(황련해독탕),HWANGRYEONHAEDOKTANG SOFT EXTRACT,HWANGRYEONHAEDOKTANG SOFT EXTRACT,,,False
197600722,리나치올시럽(카르보시스테인)(수출명:HyundiolSyrup),CARBOCISTEINE,CARBOCISTEINE,,DB04339,True
197700008,"인사돌정(수출명:하이돌정,펠이돌정)",TITRATED EXTRACT OF ZEA MAYS L. UNSAPONIFIABLE FRACTION,TITRATED EXTRACT OF ZEA MAYS L. UNSAPONIFIABLE FRACTION,,,False
197700011,계령대과립(계지복령환료가대황엑스과립),GYEJIBOKRYEONGHWANGADAEHWANG SOFT EXTRACT,GYEJIBOKRYEONGHWANGADAEHWANG SOFT EXTRACT,,,False
197700025,푸리노신정(이노시플렉스),INOSIPLEX,INOSIPLEX,,,False
197700050,듀락칸시럽(락툴로오즈농축액),LACTULOSE CONCENTRATE SOLUTION,LACTULOSE CONCENTRATE SOLUTION,,,False
197700052,바이타솔주(수출명:CHOONGWAEEVASOLINJ.),L-ISOLEUCINE,L-ISOLEUCINE,,DB00167,True
197700064,대한염화나트륨-40주사액,SODIUM CHLORIDE,SODIUM CHLORIDE,,DB09153,True
197700114,다이그린정(글리피지드),GLIPIZIDE,GLIPIZIDE,,DB01067,True
197700117,리팜핀캡슐300밀리그램(리팜피신)(수출명:리팜메디코),RIFAMPICIN,RIFAMPICIN,,DB01045,True
197700120,부루펜정200밀리그램(이부프로펜),IBUPROFEN,IBUPROFEN,,DB01050,True
197700126,후시딘정(퓨시드산나트륨),SODIUM FUSIDATE,SODIUM FUSIDATE,,,False
197700130,파목신시럽(아목시실린수화물),AMOXICILLIN HYDRATE,AMOXICILLIN HYDRATE,,,False
197700163,스테로신지크림,BETAMETHASONE DIPROPIONATE,BETAMETHASONE DIPROPIONATE,,DB00443,True
197700189,일양노이겔현탁액(규산알루민산마그네슘),MAGNESIUM ALUMINOSILICATE,MAGNESIUM ALUMINOSILICATE,,,False
197700201,메네스정(베타히스틴메실산염),BETAHISTINE MESYLATE,BETAHISTINE MESYLATE,,DB06698,True
197700283,한신작약감초탕엑스과립,PEONY ROOT,PEONY ROOT,,,False
197700302,한신영계출감탕엑스과립,PORIA,PORIA,,,False
197700312,안티비오과립75밀리그람(락토바실루스아시도필루스)(수출용),LACTOBACILLUS ACIDOPHILUS,LACTOBACILLUS ACIDOPHILUS,,,False
197700322,액티페린정,TRIPROLIDINE HYDROCHLORIDE HYDRATE,TRIPROLIDINE HYDROCHLORIDE HYDRATE,,,False
197700470,키디정(소건중탕)(수출명:KIDI tablets/BOBO tablets/KIBO tablets)(수출용),JUJUBE,JUJUBE,,,False
197700525,대원디아제팜정2밀리그램(수출명:디아잠정2밀리그램)(수출명2:트레즈콘정2밀리그램),DIAZEPAM,DIAZEPAM,,DB00829,True
197700535,삼진디아제팜정2밀리그람,DIAZEPAM,DIAZEPAM,,DB00829,True
197700536,삼진디아제팜정5밀리그람,DIAZEPAM,DIAZEPAM,,DB00829,True
197700537,네오메디코푸정,DIHYDROCODEINE TARTRATE,DIHYDROCODEINE TARTRATE,,DB01551,True
197800009,부루톤정(방기황기탕엑스정),ATRACTYLODES RHIZOME WHITE,ATRACTYLODES RHIZOME WHITE,,,False
197800013,대목과립(대황목단피탕엑스과립),DAEHWANGMOKDANPITANG SOFT EXTRACT,DAEHWANGMOKDANPITANG SOFT EXTRACT,,,False
197800025,한풍소경활혈탕엑스과립,SOKYUNGHWALHYEOLTANG SOFT EXTRACT,SOKYUNGHWALHYEOLTANG SOFT EXTRACT,,,False
197800027,데카키논캡슐(유비데카레논),UBIDECARENONE,UBIDECARENONE,,DB09270,True
197800036,트리코트크림0.1%(트리암시놀론아세토니드),TRIAMCINOLONE ACETONIDE,TRIAMCINOLONE ACETONIDE,,DB00620,True
197800042,도푸라민주(도파민염산염),DOPAMINE HYDROCHLORIDE,DOPAMINE HYDROCHLORIDE,,DB00988,True
197800055,"에취투주(시메티딘)(수출명:CIMEMEDICOINJ.200mg,CIMETIDINEINJ.200mg)",CIMETIDINE,CIMETIDINE,,DB00501,True
197800085,국제시메티딘정,CIMETIDINE,CIMETIDINE,,DB00501,True
197800093,사미온정(니세르골린),NICERGOLINE,NICERGOLINE,,DB00699,True
